t,Vel,Motor,Marcha
1730934258.0,89.71,2818.99,28.44
1730934259.0,89.73,2819.3,28.51
1730934260.01,89.75,2819.21,28.58
1730934261.0,89.76,2820.63,28.54
1730934262.0,89.76,2820.28,28.66
1730934263.01,89.78,2820.71,28.66
1730934264.01,89.79,2820.76,28.34
1730934265.0,89.79,2821.84,28.54
1730934266.01,89.8,2822.18,28.61
1730934267.01,89.81,2820.98,28.56
1730934268.0,89.82,2822.46,28.54
1730934269.0,89.83,2825.11,28.56
1730934270.01,89.84,2823.44,28.54
1730934271.0,89.85,2822.7,28.61
1730934272.0,89.86,2824.52,28.54
1730934273.0,89.86,2822.27,28.46
1730934274.0,89.86,2822.61,28.56
1730934275.0,89.86,2821.84,28.51
1730934276.01,89.87,2823.16,28.49
1730934277.0,89.87,2824.75,28.51
1730934278.0,89.87,2824.79,28.49
1730934279.01,89.88,2822.56,28.44
1730934280.01,89.88,2822.68,28.46
1730934281.0,89.88,2821.79,28.46
1730934282.01,89.88,2821.4,28.46
1730934283.01,89.88,2824.48,28.51
1730934284.0,89.88,2824.31,28.49
1730934285.0,89.88,2823.46,28.61
1730934286.01,89.86,2821.14,28.15
1730934287.0,91.3,3051.59,47.14
1730934288.0,96.04,3295.61,71.87
1730934289.0,101.63,3364.92,51.97
1730934290.0,102.36,3139.45,30.73
1730934291.01,100.02,1036.52,1.45
1730934292.0,96.64,2495.59,21.22
1730934293.01,96.79,3172.08,43.72
1730934294.0,96.99,2582.12,13.76
1730934295.0,93.78,172.88,1.45
1730934296.01,91.29,2423.72,10.71
1730934297.0,88.45,2454.72,20.86
1730934298.0,87.4,2359.73,11.81
1730934299.0,84.74,2270.04,19.68
1730934300.0,84.89,2577.88,21.46
1730934301.0,82.63,311.87,1.45
1730934302.0,80.23,2520.86,26.11
1730934303.0,82.21,2771.06,41.65
1730934304.01,82.78,2201.64,9.89
1730934305.0,80.6,2565.36,27.21
1730934306.0,81.05,2189.25,9.65
1730934307.01,79.8,2549.68,26.97
1730934308.0,80.25,2563.7,26.97
1730934309.01,80.16,2335.43,16.05
1730934310.0,77.95,232.06,1.45
1730934311.01,75.56,13.37,1.45
1730934312.0,75.6,2570.48,38.45
1730934313.01,79.58,2728.17,44.2
1730934314.01,83.3,2812.64,43.5
1730934315.0,85.27,2730.96,29.47
1730934316.01,84.2,2065.37,8.25
1730934317.0,81.64,149.59,1.45
1730934318.0,79.73,2495.43,24.45
1730934319.01,81.46,2736.65,39.8
1730934320.0,82.83,2515.86,21.27
1730934321.01,80.9,929.24,1.45
1730934322.0,78.81,2512.73,26.25
1730934323.0,80.49,2507.02,22.76
1730934324.01,78.65,558.15,1.45
1730934325.01,76.27,27.43,1.45
1730934326.01,73.96,5.26,1.45
1730934327.0,71.79,4.38,1.45
1730934328.0,50.82,4.34,1.45
1730934329.01,0.65,4.34,1.45
1730934330.0,0.0,4.34,1.45
1730934331.0,0.0,4.34,1.45
1730934332.01,0.0,4.33,1.45
1730934333.01,0.0,4.32,1.45
1730934334.0,0.0,4.31,1.45
1730934335.0,0.0,4.32,1.45
1730934336.0,0.0,4.31,1.45
1730934337.0,0.0,4.3,1.45
1730934338.01,0.0,4.3,1.45
1730934339.01,0.0,4.3,1.45
1730934340.01,0.0,4.3,1.45
1730934341.0,0.0,4.3,1.45
1730934342.0,0.0,4.3,1.45
1730934343.01,0.0,4.3,1.45
1730934344.01,0.0,4.3,1.45
1730934345.02,0.0,4.3,1.45
1730934346.0,0.0,4.3,1.45
1730934347.0,0.0,4.3,1.45
1730934348.01,0.0,4.3,1.45
1730934349.01,0.0,4.3,1.45
1730934350.01,0.0,4.3,1.45
1730934351.01,0.0,4.3,1.45
1730934352.0,0.0,4.3,1.45
1730934353.01,0.0,4.3,1.45
1730934354.01,0.0,4.3,1.45
1730934355.01,0.0,4.3,1.45
1730934356.0,0.0,4.3,1.45
1730934357.0,0.0,4.3,1.45
1730934358.01,0.0,4.3,1.45
1730934359.01,0.0,4.3,1.45
1730934360.01,0.0,4.3,1.45
1730934361.0,0.0,4.3,1.45
1730934362.0,0.0,4.3,1.45
1730934363.0,0.0,4.3,1.45
1730934364.01,0.0,4.3,1.45
1730934365.01,0.0,4.3,1.45
1730934366.0,0.0,4.3,1.45
1730934367.0,0.0,4.3,1.45
1730934368.01,0.0,4.3,1.45
1730934369.01,0.0,4.3,1.45
1730934370.01,0.0,4.3,1.45
1730934371.0,0.0,4.3,1.45
1730934372.0,0.0,4.3,1.45
1730934373.01,0.0,4.3,1.45
1730934374.01,0.0,4.3,1.45
1730934375.0,0.0,4.3,1.45
1730934376.0,0.0,4.3,1.45
1730934377.0,0.0,4.3,1.45
1730934378.0,0.0,4.3,1.45
1730934379.0,0.0,4.3,1.45
1730934380.0,0.0,4.3,1.45
1730934381.0,0.0,4.3,1.45
1730934382.01,0.0,4.3,1.45
1730934383.01,0.0,4.3,1.45
1730934384.01,0.0,4.3,1.45
1730934385.0,0.0,4.3,1.45
1730934386.0,0.0,4.3,1.45
1730934387.01,0.0,4.3,1.45
1730934388.01,0.0,4.3,1.45
1730934389.01,0.0,4.3,1.45
1730934390.0,0.0,4.3,1.45
1730934391.0,0.0,4.3,1.45
1730934392.01,0.0,4.3,1.45
1730934393.01,0.0,4.3,1.45
1730934394.0,0.0,4.3,1.45
1730934395.0,0.0,4.3,1.45
1730934396.0,0.0,4.3,1.45
1730934397.01,0.0,4.3,1.45
1730934398.01,0.0,4.3,1.45
1730934399.01,0.0,4.3,1.45
1730934400.0,0.0,4.3,1.45
1730934401.0,0.0,4.3,1.45
1730934402.01,0.0,4.3,1.45
1730934403.01,0.0,4.3,1.45
1730934404.0,0.0,4.3,1.45
1730934405.0,0.0,4.3,1.45
1730934406.01,0.0,4.3,1.45
1730934407.01,0.0,4.3,1.45
1730934408.01,0.0,4.3,1.45
1730934409.01,0.0,4.3,1.45
1730934410.0,0.0,4.3,1.45
1730934411.0,0.0,4.3,1.45
1730934412.01,0.0,4.3,1.45
1730934413.01,0.0,4.3,1.45
1730934414.0,0.0,4.3,1.45
1730934415.0,0.0,4.3,1.45
1730934416.0,0.0,4.3,1.45
1730934417.01,0.0,4.3,1.45
1730934418.01,0.0,4.3,1.45
1730934419.0,0.0,4.3,1.45
1730934420.0,0.0,4.3,1.45
1730934421.0,0.0,4.3,1.45
1730934422.01,0.0,4.3,1.45
1730934423.01,0.0,4.3,1.45
1730934424.0,0.0,4.3,1.45
1730934425.0,0.0,4.3,1.45
1730934426.01,0.0,4.3,1.45
1730934427.01,0.0,4.3,1.45
1730934428.01,0.0,4.3,1.45
1730934429.0,0.0,4.3,1.45
1730934430.0,0.0,4.3,1.45
1730934431.0,0.0,4.3,1.45
1730934432.01,0.0,4.3,1.45
1730934433.01,0.0,4.3,1.45
1730934434.0,0.0,4.3,1.45
1730934435.0,0.0,4.3,1.45
1730934436.01,0.0,4.3,1.45
1730934437.01,0.0,4.3,1.45
1730934438.01,0.0,4.3,1.45
1730934439.0,0.0,4.3,1.45
1730934440.0,0.0,4.3,1.45
1730934441.01,0.0,4.3,1.45
1730934442.01,0.0,4.3,1.45
1730934443.0,0.0,4.3,1.45
1730934444.0,0.0,4.3,1.45
1730934445.0,0.0,4.3,1.45
1730934446.01,0.0,4.3,1.45
1730934447.01,0.0,4.3,1.45
1730934448.01,0.0,4.3,1.45
1730934449.0,0.0,4.3,1.45
1730934450.0,0.0,4.3,1.45
1730934451.01,0.0,4.3,1.45
1730934452.0,0.0,4.3,1.45
1730934453.0,0.0,4.3,1.45
1730934454.0,0.0,4.3,1.45
1730934455.01,0.0,4.3,1.45
1730934456.01,0.0,4.3,1.45
1730934457.0,0.0,4.3,1.45
1730934458.0,0.0,4.3,1.45
1730934459.0,0.0,4.3,1.45
1730934460.01,0.0,4.3,1.45
1730934461.0,0.0,4.3,1.45
1730934462.0,0.0,4.3,1.45
1730934463.0,0.0,4.3,1.45
1730934464.0,0.0,4.3,1.45
1730934465.01,0.0,4.3,1.45
1730934466.01,0.0,4.3,1.45
1730934467.0,0.0,4.3,1.45
1730934468.01,0.0,4.3,1.45
1730934469.0,0.0,4.3,1.45
1730934470.01,0.0,4.3,1.45
1730934471.01,0.0,4.3,1.45
1730934472.01,0.0,4.3,1.45
1730934473.0,0.0,4.3,1.45
1730934474.0,0.0,4.3,1.45
1730934475.01,0.0,4.3,1.45
1730934476.01,0.0,4.3,1.45
1730934477.0,0.0,4.3,1.45
1730934478.0,0.0,4.3,1.45
1730934479.0,0.0,4.3,1.45
1730934480.01,0.0,4.3,1.45
1730934481.01,0.0,4.3,1.45
1730934482.0,0.0,4.3,1.45
1730934483.0,0.0,4.3,1.45
1730934484.0,0.0,4.3,1.45
1730934485.01,0.0,4.3,1.45
1730934486.01,0.0,4.3,1.45
1730934487.0,0.0,4.3,1.45
1730934488.0,0.0,4.3,1.45
1730934489.01,0.0,4.3,1.45
1730934490.01,0.0,4.3,1.45
1730934491.01,0.0,4.3,1.45
1730934492.0,0.0,4.3,1.45
1730934493.0,0.0,4.3,1.45
1730934494.01,0.0,4.3,1.45
1730934495.01,0.0,4.3,1.45
1730934496.01,0.0,4.3,1.45
1730934497.01,0.0,4.3,1.45
1730934498.0,0.0,4.3,1.45
1730934499.01,0.0,4.3,1.45
1730934500.0,0.0,4.3,1.45
1730934501.01,0.0,4.3,1.45
1730934502.0,0.0,4.3,1.45
1730934503.0,0.0,4.3,1.45
1730934504.0,0.0,4.3,1.45
1730934505.01,0.0,4.3,1.45
1730934506.0,0.0,4.3,1.45
1730934507.0,0.0,4.3,1.45
1730934508.0,0.0,4.3,1.45
1730934509.01,0.0,4.3,1.45
1730934510.01,0.0,4.3,1.45
1730934511.01,0.0,4.3,1.45
1730934512.0,0.0,4.3,1.45
1730934513.0,0.0,4.3,1.45
1730934514.01,0.0,4.3,1.45
1730934515.01,0.0,4.3,1.45
1730934516.0,0.0,4.3,1.45
1730934517.0,0.0,4.3,1.45
1730934518.0,0.0,4.3,1.45
1730934519.01,0.0,4.3,1.45
1730934520.01,0.0,4.3,1.45
1730934521.0,0.0,4.3,1.45
1730934522.0,0.0,4.3,1.45
1730934523.01,0.0,4.3,1.45
1730934524.01,0.0,4.3,1.45
1730934525.0,0.0,4.3,1.45
1730934526.0,0.0,4.3,1.45
1730934527.0,0.0,4.3,1.45
1730934528.01,0.0,4.3,1.45
1730934529.01,0.0,4.3,1.45
1730934530.0,0.0,4.3,1.45
1730934531.0,0.0,4.3,1.45
1730934532.0,0.0,4.3,1.45
1730934533.01,0.0,4.3,1.45
1730934534.01,0.0,4.3,1.45
1730934535.0,0.0,4.3,1.45
1730934536.0,0.0,4.3,1.45
1730934537.0,0.0,4.3,1.45
1730934538.01,0.0,4.3,1.45
1730934539.01,0.0,4.3,1.45
1730934540.0,0.0,4.3,1.45
1730934541.0,0.0,4.3,1.45
1730934542.0,0.0,4.3,1.45
1730934543.01,0.0,4.3,1.45
1730934544.01,0.0,4.3,1.45
1730934545.0,0.0,4.3,1.45
1730934546.0,0.0,4.3,1.45
1730934547.0,0.0,4.3,1.45
1730934548.01,0.0,4.3,1.45
1730934549.01,0.0,4.3,1.45
1730934550.0,0.0,4.3,1.45
1730934551.0,0.0,4.3,1.45
1730934552.0,0.0,4.3,1.45
1730934553.01,0.0,4.3,1.45
1730934554.01,0.0,4.3,1.45
1730934555.0,0.0,4.3,1.45
1730934556.0,0.0,4.3,1.45
1730934557.01,0.0,4.3,1.45
1730934558.01,0.0,4.3,1.45
1730934559.0,0.0,4.3,1.45
1730934560.0,0.0,4.3,1.45
1730934561.0,0.0,4.3,1.45
1730934562.01,0.0,4.3,1.45
1730934563.01,0.0,4.3,1.45
1730934564.0,0.0,4.3,1.45
1730934565.0,0.0,4.3,1.45
1730934566.0,0.0,4.3,1.45
1730934567.01,0.0,4.3,1.45
1730934568.01,0.0,4.3,1.45
1730934569.0,0.0,4.3,1.45
1730934570.0,0.0,4.3,1.45
1730934571.0,0.0,4.3,1.45
1730934572.0,0.0,4.3,1.45
1730934573.01,0.0,4.3,1.45
1730934574.0,0.0,4.3,1.45
1730934575.0,0.0,4.3,1.45
1730934576.01,0.0,4.3,1.45
1730934577.01,0.0,4.3,1.45
1730934578.01,0.0,4.3,1.45
1730934579.0,0.0,4.3,1.45
1730934580.0,0.0,4.3,1.45
1730934581.0,0.0,4.3,1.45
1730934582.01,0.0,4.3,1.45
1730934583.01,0.0,4.3,1.45
1730934584.01,0.0,4.3,1.45
1730934585.0,0.0,4.3,1.45
1730934586.0,0.0,4.3,1.45
1730934587.01,0.0,4.3,1.45
1730934588.01,0.0,4.3,1.45
1730934589.0,0.0,4.3,1.45
1730934590.0,0.0,4.3,1.45
1730934591.01,0.0,4.3,1.45
1730934592.01,0.0,4.3,1.45
1730934593.01,0.0,4.3,1.45
1730934594.0,0.0,4.3,1.45
1730934595.0,0.0,4.3,1.45
1730934596.01,0.0,4.3,1.45
1730934597.01,0.0,4.3,1.45
1730934598.0,0.0,4.3,1.45
1730934599.0,0.0,4.3,1.45
1730934600.0,0.0,4.3,1.45
1730934601.01,0.0,4.3,1.45
1730934602.01,0.0,4.3,1.45
1730934603.0,0.0,4.3,1.45
1730934604.0,0.0,4.3,1.45
1730934605.0,0.0,4.3,1.45
1730934606.01,0.0,4.3,1.45
1730934607.01,0.0,4.3,1.45
1730934608.0,0.0,4.3,1.45
1730934609.0,0.0,4.3,1.45
1730934610.01,0.0,4.3,1.45
1730934611.0,0.0,4.3,1.45
1730934612.01,0.0,4.3,1.45
1730934613.0,0.0,4.3,1.45
1730934614.0,0.0,4.3,1.45
1730934615.0,0.0,4.3,1.45
1730934616.01,0.0,4.3,1.45
1730934617.01,0.0,4.3,1.45
1730934618.0,0.0,4.3,1.45
1730934619.0,0.0,4.3,1.45
1730934620.0,0.0,4.3,1.45
1730934621.01,0.0,4.3,1.45
1730934622.01,0.0,4.3,1.45
1730934623.0,0.0,4.3,1.45
1730934624.0,0.0,4.3,1.45
1730934625.0,0.0,4.3,1.45
1730934626.01,0.0,4.3,1.45
1730934627.01,0.0,4.3,1.45
1730934628.0,0.0,4.3,1.45
1730934629.0,0.0,4.3,1.45
1730934630.0,0.0,4.3,1.45
1730934631.01,0.0,4.3,1.45
1730934632.01,0.0,4.3,1.45
1730934633.0,0.0,4.3,1.45
1730934634.0,0.0,4.3,1.45
1730934635.01,0.0,4.3,1.45
1730934636.01,0.0,4.3,1.45
1730934637.0,0.0,4.3,1.45
1730934638.0,0.0,4.3,1.45
1730934639.0,0.0,4.3,1.45
1730934640.01,0.0,4.3,1.45
1730934641.01,0.0,4.3,1.45
1730934642.0,0.0,4.3,1.45
1730934643.0,0.0,4.3,1.45
1730934644.0,0.0,4.3,1.45
1730934645.01,0.0,4.3,1.45
1730934646.01,0.0,4.3,1.45
1730934647.01,0.0,4.3,1.45
1730934648.0,0.0,4.3,1.45
1730934649.0,0.0,4.3,1.45
1730934650.0,0.0,4.3,1.45
1730934651.01,0.0,4.3,1.45
1730934652.01,0.0,4.3,1.45
1730934653.0,0.0,4.3,1.45
1730934654.0,0.0,4.3,1.45
1730934655.0,0.0,4.3,1.45
1730934656.01,0.0,4.3,1.45
1730934657.01,0.0,4.3,1.45
1730934658.0,0.0,4.3,1.45
1730934659.0,0.0,4.3,1.45
1730934660.0,0.0,4.3,1.45
1730934661.01,0.0,4.3,1.45
1730934662.01,0.0,4.3,1.45
1730934663.0,0.0,4.3,1.45
1730934664.0,0.0,4.3,1.45
1730934665.0,0.0,4.3,1.45
1730934666.01,0.0,4.3,1.45
1730934667.01,0.0,4.3,1.45
1730934668.0,0.0,4.3,1.45
1730934669.0,0.0,4.3,1.45
1730934670.0,0.0,4.3,1.45
1730934671.01,0.0,4.3,1.45
1730934672.01,0.0,4.3,1.45
1730934673.0,0.0,4.3,1.45
1730934674.0,0.0,4.3,1.45
1730934675.0,0.0,4.3,1.45
1730934676.01,0.0,4.3,1.45
1730934677.01,0.0,4.3,1.45
1730934678.0,0.0,4.3,1.45
1730934679.0,0.0,4.3,1.45
1730934680.0,0.0,4.3,1.45
1730934681.01,0.0,4.3,1.45
1730934682.01,0.0,4.3,1.45
1730934683.0,0.0,4.3,1.45
1730934684.0,0.0,4.3,1.45
1730934685.0,0.0,4.3,1.45
1730934686.01,0.0,4.3,1.45
1730934687.01,0.0,4.3,1.45
1730934688.0,0.0,4.3,1.45
1730934689.0,0.0,4.3,1.45
1730934690.0,0.0,4.3,1.45
1730934691.01,0.0,4.3,1.45
1730934692.01,0.0,4.3,1.45
1730934693.01,0.0,4.3,1.45
1730934694.0,0.0,4.3,1.45
1730934695.0,0.0,4.3,1.45
1730934696.01,0.0,4.3,1.45
1730934697.01,0.0,4.3,1.45
1730934698.01,0.0,4.3,1.45
1730934699.0,0.0,4.3,1.45
1730934700.0,0.0,4.3,1.45
1730934701.01,0.0,4.3,1.45
1730934702.01,0.0,4.3,1.45
1730934703.0,0.0,4.3,1.45
1730934704.0,0.0,4.3,1.45
1730934705.0,0.0,4.3,1.45
1730934706.01,0.0,4.3,1.45
1730934707.01,0.0,4.3,1.45
1730934708.0,0.0,4.3,1.45
1730934709.0,0.0,4.3,1.45
1730934710.0,0.0,4.3,1.45
1730934711.01,0.0,4.3,1.45
1730934712.01,0.0,4.3,1.45
1730934713.0,0.0,4.3,1.45
1730934714.0,0.0,4.3,1.45
1730934715.0,0.0,4.3,1.45
1730934716.01,0.0,4.3,1.45
1730934717.01,0.0,4.3,1.45
1730934718.01,0.0,4.3,1.45
1730934719.0,0.0,4.3,1.45
1730934720.0,0.0,4.3,1.45
1730934721.0,0.0,4.3,1.45
1730934722.01,0.0,4.3,1.45
1730934723.01,0.0,4.3,1.45
1730934724.0,0.0,4.3,1.45
1730934725.0,0.0,4.3,1.45
1730934726.0,0.0,4.3,1.45
1730934727.01,0.0,4.3,1.45
1730934728.01,0.0,4.3,1.45
1730934729.01,0.0,4.3,1.45
1730934730.0,0.0,4.3,1.45
1730934731.0,0.0,4.3,1.45
1730934732.03,0.0,4.3,1.45
1730934733.01,0.0,4.3,1.45
1730934734.01,0.0,4.3,1.45
1730934735.0,0.0,4.3,1.45
1730934736.0,0.0,4.3,1.45
1730934737.01,0.0,4.3,1.45
1730934738.0,0.0,4.3,1.45
1730934739.0,0.0,4.3,1.45
1730934740.0,0.0,4.3,1.45
1730934741.01,0.0,4.3,1.45
1730934742.01,0.0,4.3,1.45
1730934743.01,0.0,4.3,1.45
1730934744.0,0.0,4.3,1.45
1730934745.0,0.0,4.3,1.45
1730934746.01,0.0,4.3,1.45
1730934747.01,0.0,4.3,1.45
1730934748.01,0.0,4.3,1.45
1730934749.0,0.0,4.3,1.45
1730934750.0,0.0,4.3,1.45
1730934751.0,0.0,4.3,1.45
1730934752.0,0.0,4.3,1.45
1730934753.01,0.0,4.3,1.45
1730934754.0,0.0,4.3,1.45
1730934755.0,0.0,4.3,1.45
1730934756.0,0.0,4.3,1.45
1730934757.01,0.0,4.3,1.45
1730934758.01,0.0,4.3,1.45
1730934759.0,0.0,4.3,1.45
1730934760.0,0.0,4.3,1.45
1730934761.0,0.0,4.3,1.45
1730934762.01,0.0,4.3,1.45
1730934763.01,0.0,4.3,1.45
1730934764.0,0.0,4.3,1.45
1730934765.0,0.0,4.3,1.45
1730934766.0,0.0,4.3,1.45
1730934767.01,0.0,4.3,1.45
1730934768.01,0.0,4.3,1.45
1730934769.01,0.0,4.3,1.45
1730934770.0,0.0,4.3,1.45
1730934771.0,0.0,4.3,1.45
1730934772.01,0.0,4.3,1.45
1730934773.01,0.0,4.3,1.45
1730934774.0,0.0,4.3,1.45
1730934775.0,0.0,4.3,1.45
1730934776.0,0.0,4.3,1.45
1730934777.0,0.0,4.3,1.45
1730934778.01,0.0,4.3,1.45
1730934779.0,0.0,4.3,1.45
1730934780.0,0.0,4.3,1.45
1730934781.01,0.0,4.3,1.45
1730934782.01,0.0,4.3,1.45
1730934783.01,0.0,4.3,1.45
1730934784.0,0.0,4.3,1.45
1730934785.0,0.0,4.3,1.45
1730934786.01,0.0,4.3,1.45
1730934787.01,0.0,4.3,1.45
1730934788.01,0.0,4.3,1.45
1730934789.0,0.0,4.3,1.45
1730934790.0,0.0,4.3,1.45
1730934791.01,0.0,4.3,1.45
1730934792.01,0.0,4.3,1.45
1730934793.01,0.0,4.3,1.45
1730934794.0,0.0,4.3,1.45
1730934795.0,0.0,4.3,1.45
1730934796.01,0.0,4.3,1.45
1730934797.01,0.0,4.3,1.45
1730934798.01,0.0,4.3,1.45
1730934799.0,0.0,4.3,1.45
1730934800.0,0.0,4.3,1.45
1730934801.0,0.0,4.3,1.45
1730934802.01,0.0,4.3,1.45
1730934803.01,0.0,4.3,1.45
1730934804.01,0.0,4.3,1.45
1730934805.0,0.0,4.3,1.45
1730934806.0,0.0,4.3,1.45
1730934807.01,0.0,4.3,1.45
1730934808.01,0.0,4.3,1.45
1730934809.0,0.0,4.3,1.45
1730934810.0,0.0,4.3,1.45
1730934811.01,0.0,4.3,1.45
1730934812.01,0.0,4.3,1.45
1730934813.01,0.0,4.3,1.45
1730934814.0,0.0,4.3,1.45
1730934815.02,0.0,4.3,1.45
1730934816.01,0.0,4.3,1.45
1730934817.01,0.0,4.3,1.45
1730934818.01,0.0,4.3,1.45
1730934819.0,0.0,4.3,1.45
1730934820.0,0.0,4.3,1.45
1730934821.01,0.0,4.3,1.45
1730934822.01,0.0,4.3,1.45
1730934823.0,0.0,4.3,1.45
1730934824.0,0.0,4.3,1.45
1730934825.0,0.0,4.3,1.45
1730934826.01,0.0,4.3,1.45
1730934827.01,0.0,4.3,1.45
1730934828.01,0.0,4.3,1.45
1730934829.0,0.0,4.3,1.45
1730934830.0,0.0,4.3,1.45
1730934831.01,0.0,4.3,1.45
1730934832.01,0.0,4.3,1.45
1730934833.01,0.0,4.3,1.45
1730934834.0,0.0,4.3,1.45
1730934835.0,0.0,4.3,1.45
1730934836.0,0.0,4.3,1.45
1730934837.01,0.0,4.3,1.45
1730934838.01,0.0,4.3,1.45
1730934839.0,0.0,4.3,1.45
1730934840.0,0.0,4.3,1.45
1730934841.0,0.0,4.3,1.45
1730934842.01,0.0,4.3,1.45
1730934843.01,0.0,4.3,1.45
1730934844.0,0.0,4.3,1.45
1730934845.0,0.0,4.3,1.45
1730934846.01,0.0,4.3,1.45
1730934847.01,0.0,4.3,1.45
1730934848.0,0.0,4.3,1.45
1730934849.0,0.0,4.3,1.45
1730934850.0,0.0,4.3,1.45
1730934851.01,0.0,4.3,1.45
1730934852.01,0.0,4.3,1.45
1730934853.0,0.0,4.3,1.45
1730934854.0,0.0,4.3,1.45
1730934855.01,0.0,4.3,1.45
1730934856.01,0.0,4.3,1.45
1730934857.01,0.0,4.3,1.45
1730934858.0,0.0,4.3,1.45
1730934859.0,0.0,4.3,1.45
1730934860.0,0.0,4.3,1.45
1730934861.01,0.0,4.3,1.45
1730934862.01,0.0,4.3,1.45
1730934863.0,0.0,4.3,1.45
1730934864.0,0.0,4.3,1.45
1730934865.0,0.0,4.3,1.45
1730934866.01,0.0,4.3,1.45
1730934867.01,0.0,4.3,1.45
1730934868.01,0.0,4.3,1.45
1730934869.0,0.0,4.3,1.45
1730934870.0,0.0,4.3,1.45
1730934871.0,0.0,4.3,1.45
1730934872.01,0.0,4.3,1.45
1730934873.01,0.0,4.3,1.45
1730934874.0,0.0,4.3,1.45
1730934875.0,0.0,4.3,1.45
1730934876.0,0.0,4.3,1.45
1730934877.01,0.0,4.3,1.45
1730934878.01,0.0,4.3,1.45
1730934879.01,0.0,4.3,1.45
1730934880.0,0.0,4.3,1.45
1730934881.01,0.0,4.3,1.45
1730934882.01,0.0,4.3,1.45
1730934883.01,0.0,4.3,1.45
1730934884.0,0.0,4.3,1.45
1730934885.0,0.0,4.3,1.45
1730934886.0,0.0,4.3,1.45
1730934887.01,0.0,4.3,1.45
1730934888.01,0.0,4.3,1.45
1730934889.01,0.0,4.3,1.45
1730934890.0,0.0,4.3,1.45
1730934891.01,0.0,4.3,1.45
1730934892.01,0.0,4.3,1.45
1730934893.01,0.0,4.3,1.45
1730934894.0,0.0,4.3,1.45
1730934895.0,0.0,4.3,1.45
1730934896.0,0.0,4.3,1.45
1730934897.01,0.0,4.3,1.45
1730934898.01,0.0,4.3,1.45
1730934899.0,0.0,4.3,1.45
1730934900.0,0.0,4.3,1.45
1730934901.0,0.0,4.3,1.45
1730934902.01,0.0,4.3,1.45
1730934903.01,0.0,4.3,1.45
1730934904.0,0.0,4.3,1.45
1730934905.0,0.0,4.3,1.45
1730934906.0,0.0,4.3,1.45
1730934907.01,0.0,4.3,1.45
1730934908.01,0.0,4.3,1.45
1730934909.0,0.0,4.3,1.45
1730934910.0,0.0,4.3,1.45
1730934911.0,0.0,4.3,1.45
1730934912.0,0.0,4.3,1.45
1730934913.01,0.0,4.3,1.45
1730934914.01,0.0,4.3,1.45
1730934915.0,0.0,4.3,1.45
1730934916.0,0.0,4.3,1.45
1730934917.01,0.0,4.3,1.45
1730934918.01,0.0,4.3,1.45
1730934919.0,0.0,4.3,1.45
1730934920.0,0.0,4.3,1.45
1730934921.0,0.0,4.3,1.45
1730934922.01,0.0,4.3,1.45
1730934923.01,0.0,4.3,1.45
1730934924.0,0.0,4.3,1.45
1730934925.0,0.0,4.3,1.45
1730934926.01,0.0,4.3,1.45
1730934927.01,0.0,4.3,1.45
1730934928.01,0.0,4.3,1.45
1730934929.0,0.0,4.3,1.45
1730934930.0,0.0,4.3,1.45
1730934931.0,0.0,4.3,1.45
1730934932.01,0.0,4.3,1.45
1730934933.01,0.0,4.3,1.45
1730934934.0,0.0,4.3,1.45
1730934935.0,0.0,4.3,1.45
1730934936.0,0.0,4.3,1.45
1730934937.01,0.0,4.3,1.45
1730934938.01,0.0,4.3,1.45
1730934939.01,0.0,4.3,1.45
1730934940.0,0.0,4.3,1.45
1730934941.0,0.0,4.3,1.45
1730934942.01,0.0,4.3,1.45
1730934943.01,0.0,4.3,1.45
1730934944.01,0.0,4.3,1.45
1730934945.02,0.0,4.3,1.45
1730934946.0,0.0,4.3,1.45
1730934947.01,0.0,4.3,1.45
1730934948.01,0.0,4.3,1.45
1730934949.01,0.0,4.3,1.45
1730934950.0,0.0,4.3,1.45
1730934951.0,0.0,4.3,1.45
1730934952.01,0.0,4.3,1.45
1730934953.01,0.0,4.3,1.45
1730934954.01,0.0,4.3,1.45
1730934955.0,0.0,4.3,1.45
1730934956.0,0.0,4.3,1.45
1730934957.01,0.0,4.3,1.45
1730934958.0,0.0,4.3,1.45
1730934959.01,0.0,4.3,1.45
1730934960.02,0.0,4.3,1.45
1730934961.0,0.0,4.3,1.45
1730934962.01,0.0,4.3,1.45
1730934963.01,0.0,4.3,1.45
1730934964.0,0.0,4.3,1.45
1730934965.0,0.0,4.3,1.45
1730934966.0,0.0,4.3,1.45
1730934967.01,0.0,4.3,1.45
1730934968.01,0.0,4.3,1.45
1730934969.0,0.0,4.3,1.45
1730934970.0,0.0,4.3,1.45
1730934971.0,0.0,4.3,1.45
1730934972.01,0.0,4.3,1.45
1730934973.01,0.0,4.3,1.45
1730934974.01,0.0,4.3,1.45
1730934975.0,0.0,4.3,1.45
1730934976.01,0.0,4.3,1.45
1730934977.01,0.0,4.3,1.45
1730934978.01,0.0,4.3,1.45
1730934979.01,0.0,4.3,1.45
1730934980.0,0.0,4.3,1.45
1730934981.0,0.0,4.3,1.45
1730934982.0,0.0,4.3,1.45
1730934983.01,0.0,4.3,1.45
1730934984.01,0.0,4.3,1.45
1730934985.0,0.0,4.3,1.45
1730934986.0,0.0,4.3,1.45
1730934987.0,0.0,4.3,1.45
1730934988.01,0.0,4.3,1.45
1730934989.0,0.0,4.3,1.45
